0.69,735.0,294.0,220.5,3.5,5.0,0.25,1.0,15.78
0.62,808.5,367.5,220.5,3.5,2.0,0.25,2.0,15.32
0.69,735.0,294.0,220.5,3.5,3.0,0.4,4.0,16.88
0.9,563.5,318.5,122.5,7.0,5.0,0.4,4.0,36.1
0.71,710.5,269.5,220.5,3.5,3.0,0.4,5.0,14.58
0.64,784.0,343.0,220.5,3.5,3.0,0.1,3.0,19.18
0.76,661.5,416.5,122.5,7.0,3.0,0.1,3.0,34.11
0.62,808.5,367.5,220.5,3.5,3.0,0.0,0.0,12.22
0.86,588.0,294.0,147.0,7.0,2.0,0.25,4.0,29.45
0.66,759.5,318.5,220.5,3.5,4.0,0.25,1.0,16.39
0.9,563.5,318.5,122.5,7.0,2.0,0.4,2.0,38.35
0.64,784.0,343.0,220.5,3.5,4.0,0.4,5.0,20.71
0.86,588.0,294.0,147.0,7.0,5.0,0.1,4.0,25.81
0.82,612.5,318.5,147.0,7.0,4.0,0.1,5.0,28.88
0.98,514.5,294.0,110.25,7.0,3.0,0.4,3.0,33.24
0.79,637.0,343.0,147.0,7.0,2.0,0.4,2.0,45.59
0.9,563.5,318.5,122.5,7.0,5.0,0.1,3.0,29.67
0.9,563.5,318.5,122.5,7.0,4.0,0.25,5.0,37.19
0.74,686.0,245.0,220.5,3.5,4.0,0.25,1.0,15.28
0.82,612.5,318.5,147.0,7.0,3.0,0.4,2.0,27.93
0.86,588.0,294.0,147.0,7.0,5.0,0.25,2.0,34.52
0.74,686.0,245.0,220.5,3.5,3.0,0.25,2.0,15.1
0.69,735.0,294.0,220.5,3.5,5.0,0.25,4.0,16.13
0.86,588.0,294.0,147.0,7.0,2.0,0.25,3.0,33.52
0.98,514.5,294.0,110.25,7.0,5.0,0.1,3.0,26.14
0.64,784.0,343.0,220.5,3.5,3.0,0.25,3.0,20.03
0.76,661.5,416.5,122.5,7.0,5.0,0.4,5.0,38.18
0.74,686.0,245.0,220.5,3.5,2.0,0.4,1.0,16.94
0.69,735.0,294.0,220.5,3.5,2.0,0.0,0.0,11.74
0.64,784.0,343.0,220.5,3.5,2.0,0.4,1.0,22.72
0.79,637.0,343.0,147.0,7.0,3.0,0.1,4.0,43.3
0.71,710.5,269.5,220.5,3.5,3.0,0.0,0.0,11.72
0.62,808.5,367.5,220.5,3.5,3.0,0.1,4.0,14.34
0.79,637.0,343.0,147.0,7.0,5.0,0.1,2.0,42.86
0.76,661.5,416.5,122.5,7.0,4.0,0.25,2.0,37.28
0.98,514.5,294.0,110.25,7.0,5.0,0.25,1.0,29.49
0.66,759.5,318.5,220.5,3.5,2.0,0.0,0.0,12.4
0.9,563.5,318.5,122.5,7.0,5.0,0.1,1.0,34.33
0.66,759.5,318.5,220.5,3.5,4.0,0.4,3.0,18.1
0.98,514.5,294.0,110.25,7.0,3.0,0.1,1.0,26.37
0.82,612.5,318.5,147.0,7.0,2.0,0.1,5.0,25.11
0.64,784.0,343.0,220.5,3.5,4.0,0.0,0.0,16.75
0.9,563.5,318.5,122.5,7.0,5.0,0.0,0.0,29.6
0.69,735.0,294.0,220.5,3.5,2.0,0.25,1.0,15.21
0.62,808.5,367.5,220.5,3.5,5.0,0.4,3.0,16.0
0.64,784.0,343.0,220.5,3.5,3.0,0.25,5.0,20.01
0.86,588.0,294.0,147.0,7.0,5.0,0.1,3.0,27.4
0.66,759.5,318.5,220.5,3.5,4.0,0.1,4.0,15.0
0.98,514.5,294.0,110.25,7.0,4.0,0.1,3.0,25.84
0.79,637.0,343.0,147.0,7.0,4.0,0.4,4.0,46.23
0.69,735.0,294.0,220.5,3.5,2.0,0.4,1.0,16.5
0.9,563.5,318.5,122.5,7.0,4.0,0.4,3.0,33.82
0.76,661.5,416.5,122.5,7.0,3.0,0.4,5.0,39.8
0.66,759.5,318.5,220.5,3.5,4.0,0.1,2.0,15.0
0.69,735.0,294.0,220.5,3.5,2.0,0.1,1.0,14.28
0.82,612.5,318.5,147.0,7.0,3.0,0.1,5.0,24.77
0.79,637.0,343.0,147.0,7.0,5.0,0.1,5.0,41.26
0.76,661.5,416.5,122.5,7.0,5.0,0.1,1.0,33.67
0.82,612.5,318.5,147.0,7.0,4.0,0.1,3.0,25.35
0.76,661.5,416.5,122.5,7.0,4.0,0.1,2.0,34.17
0.66,759.5,318.5,220.5,3.5,5.0,0.1,3.0,13.83
0.86,588.0,294.0,147.0,7.0,4.0,0.1,3.0,25.9
0.82,612.5,318.5,147.0,7.0,3.0,0.4,1.0,29.13
0.82,612.5,318.5,147.0,7.0,5.0,0.1,1.0,28.51
0.9,563.5,318.5,122.5,7.0,2.0,0.25,5.0,32.25
0.76,661.5,416.5,122.5,7.0,4.0,0.4,3.0,39.66
0.69,735.0,294.0,220.5,3.5,5.0,0.1,1.0,14.45
0.62,808.5,367.5,220.5,3.5,3.0,0.25,5.0,14.61
0.82,612.5,318.5,147.0,7.0,4.0,0.4,4.0,31.14
0.82,612.5,318.5,147.0,7.0,2.0,0.0,0.0,23.77
0.66,759.5,318.5,220.5,3.5,5.0,0.1,2.0,14.74
0.69,735.0,294.0,220.5,3.5,3.0,0.25,1.0,15.63
0.79,637.0,343.0,147.0,7.0,5.0,0.1,4.0,35.29
0.74,686.0,245.0,220.5,3.5,3.0,0.1,2.0,13.72
0.69,735.0,294.0,220.5,3.5,2.0,0.4,3.0,16.35
0.98,514.5,294.0,110.25,7.0,2.0,0.1,3.0,25.68
0.9,563.5,318.5,122.5,7.0,5.0,0.25,2.0,37.72
0.79,637.0,343.0,147.0,7.0,5.0,0.0,0.0,39.44
0.74,686.0,245.0,220.5,3.5,3.0,0.25,4.0,15.24
0.79,637.0,343.0,147.0,7.0,4.0,0.25,4.0,44.16
0.79,637.0,343.0,147.0,7.0,5.0,0.4,1.0,46.94
0.86,588.0,294.0,147.0,7.0,3.0,0.1,5.0,27.33
0.79,637.0,343.0,147.0,7.0,4.0,0.25,5.0,45.28
0.74,686.0,245.0,220.5,3.5,3.0,0.4,4.0,16.74
0.71,710.5,269.5,220.5,3.5,2.0,0.4,1.0,17.1
0.66,759.5,318.5,220.5,3.5,3.0,0.25,1.0,16.27
0.69,735.0,294.0,220.5,3.5,4.0,0.4,1.0,16.87
0.86,588.0,294.0,147.0,7.0,4.0,0.1,5.0,32.04
0.9,563.5,318.5,122.5,7.0,2.0,0.25,1.0,36.12
0.74,686.0,245.0,220.5,3.5,3.0,0.4,5.0,16.62
0.98,514.5,294.0,110.25,7.0,2.0,0.4,1.0,33.37
0.86,588.0,294.0,147.0,7.0,4.0,0.4,2.0,32.28
0.66,759.5,318.5,220.5,3.5,2.0,0.1,1.0,13.9
0.76,661.5,416.5,122.5,7.0,2.0,0.25,4.0,37.2
0.66,759.5,318.5,220.5,3.5,3.0,0.1,2.0,14.75
0.62,808.5,367.5,220.5,3.5,4.0,0.25,2.0,15.14
0.69,735.0,294.0,220.5,3.5,4.0,0.0,0.0,11.73
0.86,588.0,294.0,147.0,7.0,4.0,0.25,5.0,34.15
0.76,661.5,416.5,122.5,7.0,5.0,0.1,4.0,34.05
0.66,759.5,318.5,220.5,3.5,3.0,0.0,0.0,12.23
0.79,637.0,343.0,147.0,7.0,3.0,0.4,3.0,44.18
0.62,808.5,367.5,220.5,3.5,2.0,0.25,1.0,15.77
0.69,735.0,294.0,220.5,3.5,5.0,0.1,5.0,14.39
0.62,808.5,367.5,220.5,3.5,5.0,0.25,3.0,14.35
0.98,514.5,294.0,110.25,7.0,2.0,0.1,1.0,26.47
0.71,710.5,269.5,220.5,3.5,2.0,0.4,5.0,15.59
0.62,808.5,367.5,220.5,3.5,2.0,0.25,5.0,15.19
0.71,710.5,269.5,220.5,3.5,2.0,0.4,3.0,16.11
0.69,735.0,294.0,220.5,3.5,3.0,0.4,1.0,17.0
0.71,710.5,269.5,220.5,3.5,5.0,0.4,5.0,15.31
0.74,686.0,245.0,220.5,3.5,3.0,0.4,3.0,15.39
0.86,588.0,294.0,147.0,7.0,4.0,0.4,1.0,31.7
0.76,661.5,416.5,122.5,7.0,5.0,0.0,0.0,29.4
0.98,514.5,294.0,110.25,7.0,3.0,0.25,5.0,29.77
0.64,784.0,343.0,220.5,3.5,3.0,0.4,1.0,22.73
0.86,588.0,294.0,147.0,7.0,2.0,0.1,5.0,25.82
0.79,637.0,343.0,147.0,7.0,3.0,0.4,2.0,39.41
0.64,784.0,343.0,220.5,3.5,5.0,0.25,5.0,20.29
0.79,637.0,343.0,147.0,7.0,4.0,0.4,3.0,38.81
0.62,808.5,367.5,220.5,3.5,4.0,0.4,4.0,16.58
0.74,686.0,245.0,220.5,3.5,5.0,0.25,3.0,14.76
0.9,563.5,318.5,122.5,7.0,2.0,0.1,3.0,34.14
0.82,612.5,318.5,147.0,7.0,5.0,0.25,5.0,28.14
0.79,637.0,343.0,147.0,7.0,4.0,0.4,2.0,38.84
0.74,686.0,245.0,220.5,3.5,3.0,0.25,1.0,15.5
0.79,637.0,343.0,147.0,7.0,3.0,0.25,3.0,43.66
0.82,612.5,318.5,147.0,7.0,2.0,0.1,1.0,27.31
0.62,808.5,367.5,220.5,3.5,4.0,0.25,5.0,14.61
0.82,612.5,318.5,147.0,7.0,5.0,0.25,4.0,27.34
0.9,563.5,318.5,122.5,7.0,3.0,0.4,4.0,39.92
0.82,612.5,318.5,147.0,7.0,3.0,0.1,1.0,24.91
0.86,588.0,294.0,147.0,7.0,3.0,0.4,2.0,30.53
0.69,735.0,294.0,220.5,3.5,4.0,0.4,4.0,16.9
0.76,661.5,416.5,122.5,7.0,4.0,0.25,1.0,37.45
0.62,808.5,367.5,220.5,3.5,3.0,0.1,2.0,14.57
0.74,686.0,245.0,220.5,3.5,2.0,0.1,5.0,13.65
0.98,514.5,294.0,110.25,7.0,5.0,0.4,1.0,33.04
0.98,514.5,294.0,110.25,7.0,4.0,0.0,0.0,21.33
0.9,563.5,318.5,122.5,7.0,3.0,0.25,4.0,37.12
0.76,661.5,416.5,122.5,7.0,4.0,0.25,4.0,37.05
0.62,808.5,367.5,220.5,3.5,4.0,0.1,3.0,14.14
0.74,686.0,245.0,220.5,3.5,2.0,0.1,2.0,13.39
0.86,588.0,294.0,147.0,7.0,2.0,0.4,4.0,31.53
0.9,563.5,318.5,122.5,7.0,4.0,0.1,3.0,30.08
0.64,784.0,343.0,220.5,3.5,2.0,0.0,0.0,16.78
0.69,735.0,294.0,220.5,3.5,2.0,0.1,3.0,14.44
0.9,563.5,318.5,122.5,7.0,3.0,0.25,5.0,32.0
0.82,612.5,318.5,147.0,7.0,5.0,0.25,3.0,26.41
0.74,686.0,245.0,220.5,3.5,5.0,0.4,2.0,17.03
0.71,710.5,269.5,220.5,3.5,4.0,0.0,0.0,11.29
0.66,759.5,318.5,220.5,3.5,2.0,0.25,3.0,15.53
0.82,612.5,318.5,147.0,7.0,4.0,0.25,1.0,27.25
0.66,759.5,318.5,220.5,3.5,3.0,0.25,3.0,15.8
0.79,637.0,343.0,147.0,7.0,4.0,0.25,3.0,37.76
0.86,588.0,294.0,147.0,7.0,5.0,0.25,5.0,33.47
0.74,686.0,245.0,220.5,3.5,2.0,0.25,5.0,14.48
0.76,661.5,416.5,122.5,7.0,4.0,0.4,1.0,40.63
0.79,637.0,343.0,147.0,7.0,2.0,0.4,3.0,46.44
0.66,759.5,318.5,220.5,3.5,2.0,0.25,1.0,16.39
0.9,563.5,318.5,122.5,7.0,5.0,0.4,5.0,37.27
0.82,612.5,318.5,147.0,7.0,4.0,0.1,4.0,27.57
0.69,735.0,294.0,220.5,3.5,2.0,0.1,4.0,14.29
0.86,588.0,294.0,147.0,7.0,5.0,0.4,1.0,36.73
0.76,661.5,416.5,122.5,7.0,2.0,0.4,3.0,38.17
0.64,784.0,343.0,220.5,3.5,3.0,0.25,2.0,20.56
0.98,514.5,294.0,110.25,7.0,5.0,0.1,1.0,26.29
0.71,710.5,269.5,220.5,3.5,5.0,0.25,5.0,14.97
0.79,637.0,343.0,147.0,7.0,2.0,0.25,2.0,43.86
0.66,759.5,318.5,220.5,3.5,5.0,0.1,1.0,13.65
0.82,612.5,318.5,147.0,7.0,5.0,0.4,4.0,28.43
0.74,686.0,245.0,220.5,3.5,3.0,0.4,2.0,16.93
0.66,759.5,318.5,220.5,3.5,4.0,0.1,5.0,14.65
0.9,563.5,318.5,122.5,7.0,2.0,0.4,4.0,33.98
0.69,735.0,294.0,220.5,3.5,2.0,0.25,3.0,14.92
0.74,686.0,245.0,220.5,3.5,5.0,0.4,5.0,16.7
0.76,661.5,416.5,122.5,7.0,2.0,0.25,3.0,36.07
0.9,563.5,318.5,122.5,7.0,3.0,0.4,5.0,33.14
0.9,563.5,318.5,122.5,7.0,5.0,0.4,3.0,33.31
0.74,686.0,245.0,220.5,3.5,5.0,0.1,3.0,13.49
0.71,710.5,269.5,220.5,3.5,4.0,0.25,3.0,15.57
0.66,759.5,318.5,220.5,3.5,3.0,0.25,5.0,16.03
0.98,514.5,294.0,110.25,7.0,5.0,0.25,3.0,30.19
0.76,661.5,416.5,122.5,7.0,4.0,0.4,4.0,39.85
0.62,808.5,367.5,220.5,3.5,5.0,0.1,3.0,13.89
0.74,686.0,245.0,220.5,3.5,4.0,0.1,5.0,13.72
0.76,661.5,416.5,122.5,7.0,2.0,0.25,5.0,36.93
0.66,759.5,318.5,220.5,3.5,5.0,0.25,5.0,16.06
0.79,637.0,343.0,147.0,7.0,2.0,0.1,4.0,34.25
0.79,637.0,343.0,147.0,7.0,3.0,0.25,2.0,37.41
0.66,759.5,318.5,220.5,3.5,2.0,0.1,2.0,14.86
0.66,759.5,318.5,220.5,3.5,3.0,0.1,4.0,14.67
0.64,784.0,343.0,220.5,3.5,3.0,0.4,3.0,20.72
0.69,735.0,294.0,220.5,3.5,3.0,0.1,5.0,14.28
0.98,514.5,294.0,110.25,7.0,5.0,0.1,4.0,25.87
0.76,661.5,416.5,122.5,7.0,3.0,0.25,2.0,37.35
0.71,710.5,269.5,220.5,3.5,5.0,0.25,1.0,15.81
0.71,710.5,269.5,220.5,3.5,3.0,0.25,3.0,14.74
0.9,563.5,318.5,122.5,7.0,5.0,0.1,5.0,33.01
0.82,612.5,318.5,147.0,7.0,4.0,0.25,2.0,26.72
0.62,808.5,367.5,220.5,3.5,4.0,0.25,4.0,15.07
0.69,735.0,294.0,220.5,3.5,4.0,0.25,5.0,15.22
0.86,588.0,294.0,147.0,7.0,4.0,0.25,4.0,33.93
0.98,514.5,294.0,110.25,7.0,2.0,0.25,3.0,29.43
0.74,686.0,245.0,220.5,3.5,4.0,0.4,5.0,16.94
0.86,588.0,294.0,147.0,7.0,5.0,0.4,4.0,31.0
0.9,563.5,318.5,122.5,7.0,3.0,0.25,2.0,32.64
0.74,686.0,245.0,220.5,3.5,2.0,0.25,4.0,14.92
0.71,710.5,269.5,220.5,3.5,2.0,0.25,4.0,14.67
0.82,612.5,318.5,147.0,7.0,4.0,0.4,2.0,28.95
0.62,808.5,367.5,220.5,3.5,2.0,0.1,5.0,14.24
0.82,612.5,318.5,147.0,7.0,4.0,0.4,5.0,33.84
0.76,661.5,416.5,122.5,7.0,3.0,0.25,4.0,36.76
0.64,784.0,343.0,220.5,3.5,2.0,0.4,3.0,20.78
0.79,637.0,343.0,147.0,7.0,4.0,0.1,3.0,35.1
0.82,612.5,318.5,147.0,7.0,2.0,0.1,3.0,28.68
0.62,808.5,367.5,220.5,3.5,4.0,0.25,1.0,15.77
0.66,759.5,318.5,220.5,3.5,3.0,0.1,5.0,14.81
0.82,612.5,318.5,147.0,7.0,3.0,0.4,4.0,32.35
0.82,612.5,318.5,147.0,7.0,4.0,0.4,1.0,28.99
0.71,710.5,269.5,220.5,3.5,2.0,0.4,2.0,16.77
0.64,784.0,343.0,220.5,3.5,4.0,0.4,4.0,22.25
0.76,661.5,416.5,122.5,7.0,5.0,0.25,4.0,37.51
0.98,514.5,294.0,110.25,7.0,4.0,0.1,1.0,26.44
0.9,563.5,318.5,122.5,7.0,5.0,0.1,2.0,34.2
0.66,759.5,318.5,220.5,3.5,2.0,0.4,4.0,17.86
0.86,588.0,294.0,147.0,7.0,5.0,0.4,3.0,31.6
0.74,686.0,245.0,220.5,3.5,4.0,0.25,5.0,14.81
0.66,759.5,318.5,220.5,3.5,2.0,0.4,1.0,18.14
0.9,563.5,318.5,122.5,7.0,3.0,0.0,0.0,25.38
0.62,808.5,367.5,220.5,3.5,3.0,0.4,1.0,17.21
0.98,514.5,294.0,110.25,7.0,2.0,0.1,4.0,25.91
0.64,784.0,343.0,220.5,3.5,3.0,0.0,0.0,16.8
0.76,661.5,416.5,122.5,7.0,2.0,0.0,0.0,29.79
0.66,759.5,318.5,220.5,3.5,5.0,0.4,2.0,18.15
0.98,514.5,294.0,110.25,7.0,2.0,0.0,0.0,21.33
0.76,661.5,416.5,122.5,7.0,4.0,0.1,1.0,34.14
0.62,808.5,367.5,220.5,3.5,2.0,0.4,2.0,17.36
0.98,514.5,294.0,110.25,7.0,3.0,0.4,1.0,33.34
0.98,514.5,294.0,110.25,7.0,4.0,0.25,4.0,30.19
0.71,710.5,269.5,220.5,3.5,5.0,0.25,3.0,14.94
0.79,637.0,343.0,147.0,7.0,3.0,0.1,5.0,34.18
0.69,735.0,294.0,220.5,3.5,5.0,0.1,4.0,14.73
0.82,612.5,318.5,147.0,7.0,5.0,0.4,2.0,32.92
0.71,710.5,269.5,220.5,3.5,5.0,0.25,4.0,15.64
0.9,563.5,318.5,122.5,7.0,5.0,0.25,3.0,32.46
0.62,808.5,367.5,220.5,3.5,5.0,0.4,5.0,16.03
0.64,784.0,343.0,220.5,3.5,3.0,0.1,4.0,19.25
0.76,661.5,416.5,122.5,7.0,2.0,0.25,2.0,36.87
0.76,661.5,416.5,122.5,7.0,4.0,0.0,0.0,29.79
0.69,735.0,294.0,220.5,3.5,4.0,0.1,2.0,13.32
0.86,588.0,294.0,147.0,7.0,2.0,0.0,0.0,27.3
0.79,637.0,343.0,147.0,7.0,5.0,0.25,4.0,37.26
0.82,612.5,318.5,147.0,7.0,5.0,0.4,1.0,33.54
0.64,784.0,343.0,220.5,3.5,5.0,0.25,4.0,19.9
0.64,784.0,343.0,220.5,3.5,2.0,0.25,1.0,21.13
0.74,686.0,245.0,220.5,3.5,4.0,0.1,4.0,13.21
0.76,661.5,416.5,122.5,7.0,5.0,0.1,3.0,34.5
0.79,637.0,343.0,147.0,7.0,4.0,0.4,5.0,47.01
0.82,612.5,318.5,147.0,7.0,5.0,0.4,5.0,32.54
0.62,808.5,367.5,220.5,3.5,2.0,0.4,4.0,17.1
0.62,808.5,367.5,220.5,3.5,5.0,0.25,1.0,15.76
0.71,710.5,269.5,220.5,3.5,4.0,0.4,2.0,17.27
0.74,686.0,245.0,220.5,3.5,2.0,0.0,0.0,10.9
0.86,588.0,294.0,147.0,7.0,5.0,0.4,5.0,35.71
0.62,808.5,367.5,220.5,3.5,3.0,0.25,1.0,15.95
0.62,808.5,367.5,220.5,3.5,3.0,0.1,3.0,14.23
0.98,514.5,294.0,110.25,7.0,2.0,0.25,1.0,29.79
0.79,637.0,343.0,147.0,7.0,3.0,0.4,5.0,37.7
0.9,563.5,318.5,122.5,7.0,2.0,0.25,4.0,32.12
0.86,588.0,294.0,147.0,7.0,3.0,0.0,0.0,21.97
0.62,808.5,367.5,220.5,3.5,5.0,0.25,4.0,15.38
0.64,784.0,343.0,220.5,3.5,5.0,0.0,0.0,16.67
0.86,588.0,294.0,147.0,7.0,2.0,0.4,5.0,29.69
0.71,710.5,269.5,220.5,3.5,3.0,0.25,2.0,15.4
0.9,563.5,318.5,122.5,7.0,4.0,0.1,2.0,29.36
0.98,514.5,294.0,110.25,7.0,3.0,0.25,1.0,29.79
0.66,759.5,318.5,220.5,3.5,4.0,0.1,1.0,13.88
0.64,784.0,343.0,220.5,3.5,2.0,0.25,3.0,19.87
0.64,784.0,343.0,220.5,3.5,2.0,0.1,1.0,19.37
0.86,588.0,294.0,147.0,7.0,4.0,0.25,3.0,28.38
0.64,784.0,343.0,220.5,3.5,2.0,0.4,4.0,21.68
0.66,759.5,318.5,220.5,3.5,5.0,0.4,1.0,17.95
0.79,637.0,343.0,147.0,7.0,4.0,0.4,1.0,38.35
0.66,759.5,318.5,220.5,3.5,3.0,0.25,2.0,15.85
0.64,784.0,343.0,220.5,3.5,3.0,0.25,1.0,21.19
0.74,686.0,245.0,220.5,3.5,4.0,0.0,0.0,10.94
0.66,759.5,318.5,220.5,3.5,2.0,0.4,2.0,17.85
0.64,784.0,343.0,220.5,3.5,5.0,0.1,3.0,19.29
0.79,637.0,343.0,147.0,7.0,5.0,0.1,3.0,34.29
0.82,612.5,318.5,147.0,7.0,5.0,0.0,0.0,24.93
0.79,637.0,343.0,147.0,7.0,2.0,0.4,1.0,45.29
0.9,563.5,318.5,122.5,7.0,2.0,0.4,3.0,37.26
0.74,686.0,245.0,220.5,3.5,3.0,0.25,3.0,13.79
0.98,514.5,294.0,110.25,7.0,2.0,0.1,5.0,25.64
0.74,686.0,245.0,220.5,3.5,2.0,0.4,3.0,16.08
0.79,637.0,343.0,147.0,7.0,2.0,0.25,5.0,37.54
0.71,710.5,269.5,220.5,3.5,4.0,0.25,2.0,14.94
0.76,661.5,416.5,122.5,7.0,4.0,0.25,3.0,37.28
0.74,686.0,245.0,220.5,3.5,3.0,0.1,3.0,13.36
0.86,588.0,294.0,147.0,7.0,5.0,0.0,0.0,27.87
0.69,735.0,294.0,220.5,3.5,3.0,0.1,3.0,14.27
0.74,686.0,245.0,220.5,3.5,5.0,0.1,5.0,13.5
0.79,637.0,343.0,147.0,7.0,5.0,0.1,1.0,43.33
0.9,563.5,318.5,122.5,7.0,4.0,0.1,5.0,34.45
0.66,759.5,318.5,220.5,3.5,5.0,0.4,4.0,18.24
0.69,735.0,294.0,220.5,3.5,3.0,0.1,2.0,13.54
0.98,514.5,294.0,110.25,7.0,5.0,0.0,0.0,21.33
0.9,563.5,318.5,122.5,7.0,5.0,0.25,1.0,37.58
0.9,563.5,318.5,122.5,7.0,2.0,0.4,1.0,39.28
0.74,686.0,245.0,220.5,3.5,2.0,0.25,3.0,14.49
0.86,588.0,294.0,147.0,7.0,2.0,0.1,4.0,27.17
0.82,612.5,318.5,147.0,7.0,4.0,0.0,0.0,21.16
0.79,637.0,343.0,147.0,7.0,5.0,0.4,4.0,39.56
0.66,759.5,318.5,220.5,3.5,4.0,0.25,5.0,15.8
0.69,735.0,294.0,220.5,3.5,4.0,0.4,3.0,16.99
0.98,514.5,294.0,110.25,7.0,2.0,0.25,5.0,29.53
0.62,808.5,367.5,220.5,3.5,4.0,0.1,4.0,14.28
0.74,686.0,245.0,220.5,3.5,5.0,0.1,1.0,13.7
0.86,588.0,294.0,147.0,7.0,5.0,0.25,4.0,28.31
0.9,563.5,318.5,122.5,7.0,2.0,0.1,1.0,32.92
0.98,514.5,294.0,110.25,7.0,4.0,0.25,1.0,29.28
0.79,637.0,343.0,147.0,7.0,5.0,0.4,3.0,38.23
0.71,710.5,269.5,220.5,3.5,4.0,0.1,2.0,13.8
0.86,588.0,294.0,147.0,7.0,5.0,0.4,2.0,36.86
0.76,661.5,416.5,122.5,7.0,4.0,0.4,2.0,40.47
0.71,710.5,269.5,220.5,3.5,2.0,0.0,0.0,11.27
0.76,661.5,416.5,122.5,7.0,3.0,0.25,1.0,37.58
0.9,563.5,318.5,122.5,7.0,2.0,0.25,3.0,36.35
0.71,710.5,269.5,220.5,3.5,5.0,0.4,4.0,17.74
0.71,710.5,269.5,220.5,3.5,3.0,0.1,5.0,13.75
0.62,808.5,367.5,220.5,3.5,5.0,0.4,4.0,16.79
0.71,710.5,269.5,220.5,3.5,4.0,0.25,4.0,15.2
0.9,563.5,318.5,122.5,7.0,5.0,0.1,4.0,29.92
0.86,588.0,294.0,147.0,7.0,4.0,0.1,2.0,27.36
0.86,588.0,294.0,147.0,7.0,3.0,0.4,3.0,34.7
0.62,808.5,367.5,220.5,3.5,3.0,0.1,1.0,14.5
0.69,735.0,294.0,220.5,3.5,3.0,0.25,5.0,14.97
0.66,759.5,318.5,220.5,3.5,2.0,0.4,3.0,17.04
0.82,612.5,318.5,147.0,7.0,5.0,0.1,4.0,25.16
0.9,563.5,318.5,122.5,7.0,3.0,0.25,3.0,35.1
0.79,637.0,343.0,147.0,7.0,2.0,0.25,1.0,43.8
0.64,784.0,343.0,220.5,3.5,5.0,0.4,1.0,22.53
0.76,661.5,416.5,122.5,7.0,3.0,0.4,4.0,39.67
0.86,588.0,294.0,147.0,7.0,3.0,0.4,4.0,36.2
0.86,588.0,294.0,147.0,7.0,2.0,0.25,1.0,33.98
0.79,637.0,343.0,147.0,7.0,2.0,0.25,3.0,45.13
0.74,686.0,245.0,220.5,3.5,5.0,0.25,5.0,14.03
0.66,759.5,318.5,220.5,3.5,5.0,0.25,2.0,15.87
0.64,784.0,343.0,220.5,3.5,2.0,0.25,5.0,20.13
