   	      	                          fitness                          	                      size                     
   	      	-----------------------------------------------------------	-----------------------------------------------
gen	nevals	avg   	gen	max        	min    	nevals	std        	avg 	gen	max	min	nevals	std    
38 	100   	3165.68    	38 	281592     	8.5563 	100   	28059.6    	12.43	38 	46 	1  	100   	11.2741
39 	100   	2.91137e+06	39 	2.91097e+08	8.5563 	100   	2.89637e+07	14.45	39 	64 	1  	100   	14.4232
40 	100   	8.37363e+13	40 	8.37363e+15	8.5563 	100   	8.33166e+14	13.77	40 	65 	1  	100   	13.8202
41 	100   	793.472    	41 	23678.8    	8.5563 	100   	3563.64    	13.81	41 	64 	1  	100   	13.1032
42 	100   	131.898    	42 	4231.57    	8.5563 	100   	490.651    	14.08	42 	64 	1  	100   	14.0141
43 	100   	4.14533e+13	43 	4.14533e+15	8.5563 	100   	4.12455e+14	13.4 	43 	64 	1  	100   	13.2356
44 	100   	1.29922e+11	44 	1.29922e+13	8.5563 	100   	1.29271e+12	14.1 	44 	67 	1  	100   	14.3614
45 	100   	1.2835e+12 	45 	1.28343e+14	8.5563 	100   	1.277e+13  	14.28	45 	64 	1  	100   	13.9198
46 	100   	559284     	46 	5.57234e+07	8.5563 	100   	5.54421e+06	12.74	46 	64 	1  	100   	13.3354
47 	100   	4.19278e+09	47 	4.19278e+11	8.5563 	100   	4.17176e+10	13.47	47 	64 	1  	100   	13.7218
48 	100   	272.584    	48 	13632      	8.5563 	100   	1425.15    	13.22	48 	68 	1  	100   	13.6964
49 	100   	2.02522e+10	49 	2.02522e+12	8.5563 	100   	2.01507e+11	13.85	49 	65 	1  	100   	14.0836
50 	100   	163.27     	50 	4005.58    	8.5563 	100   	616.332    	13.89	50 	69 	1  	100   	14.5175
51 	100   	4.07871e+26	51 	4.07871e+28	8.5563 	100   	4.05827e+27	14.08	51 	69 	1  	100   	14.7578
52 	100   	8.41181e+14	52 	7.75893e+16	8.5563 	100   	7.74076e+15	13.41	52 	77 	1  	100   	14.8345
53 	100   	9.69095e+06	53 	8.58754e+08	8.5563 	100   	8.60313e+07	12.2 	53 	68 	1  	100   	13.0499
54 	100   	104.361    	54 	4096.01    	8.5563 	100   	416.209    	12.79	54 	68 	1  	100   	12.7132
55 	100   	848307     	55 	8.43052e+07	8.5563 	100   	8.38788e+06	12.71	55 	68 	1  	100   	12.882 
56 	100   	82.3902    	56 	845.109    	8.5563 	100   	137.761    	13.18	56 	68 	1  	100   	13.6223
57 	100   	2.61908e+20	57 	2.61908e+22	8.53763	100   	2.60595e+21	12.82	57 	68 	1  	100   	12.8844
58 	100   	828.629    	58 	61627      	8.53763	100   	6232.73    	12.04	58 	58 	1  	100   	11.6696
59 	100   	98.9673    	59 	4225.54    	8.53763	100   	419.24     	13.18	59 	58 	1  	100   	13.2946
60 	100   	180.236    	60 	9275.21    	8.53763	100   	976.528    	12.5 	60 	58 	1  	100   	12.4607
61 	100   	3.36367e+06	61 	3.36356e+08	8.53763	100   	3.3467e+07 	12.12	61 	57 	1  	100   	12.6904
62 	100   	808942     	62 	8.03297e+07	8.53763	100   	7.99224e+06	12.84	62 	57 	1  	100   	13.3572
63 	100   	1.0653e+83 	63 	1.0653e+85 	8.53763	100   	1.05996e+84	12.39	63 	52 	1  	100   	12.7294
64 	100   	52898.5    	64 	5.26606e+06	8.53763	100   	523944     	11.78	64 	54 	1  	100   	13.0549
65 	100   	15156.7    	65 	1.22564e+06	8.53694	100   	124874     	12.34	65 	53 	1  	100   	12.1813
66 	100   	6.73501e+09	66 	6.73501e+11	8.53694	100   	6.70125e+10	12.42	66 	53 	1  	100   	13.8132
67 	100   	3.85871e+06	67 	3.85828e+08	8.53694	100   	3.83894e+07	13.6 	67 	61 	1  	100   	13.4209
68 	100   	1.30676e+06	68 	1.30582e+08	8.26511	100   	1.29926e+07	12.68	68 	52 	1  	100   	13.0045
69 	100   	78.0092    	69 	1423.94    	8.26511	100   	184.723    	14.43	69 	52 	1  	100   	12.9215
70 	100   	211.45     	70 	13110.2    	8.26511	100   	1311.4     	13.94	70 	52 	1  	100   	12.9806
71 	100   	772.179    	71 	68159.4    	8.26511	100   	6788.16    	13.78	71 	55 	1  	100   	12.6717
72 	100   	2.08355e+07	72 	2.08223e+09	8.22738	100   	2.07178e+08	14.49	72 	52 	1  	100   	13.0319
73 	100   	283.936    	73 	23221.2    	8.22738	100   	2306.61    	13.6 	73 	52 	1  	100   	12.6341
74 	100   	59.6848    	74 	792.183    	8.22738	100   	109.83     	13.94	74 	57 	1  	100   	13.4461
75 	100   	2.32226e+10	75 	2.32226e+12	8.14803	100   	2.31062e+11	13.48	75 	52 	1  	100   	12.9611
76 	100   	6.49939e+13	76 	6.49939e+15	8.14803	100   	6.46681e+14	13.04	76 	52 	1  	100   	12.9861
77 	100   	107.4      	77 	5888.28    	8.14803	100   	584.062    	12.98	77 	52 	1  	100   	12.6823
78 	100   	1.46782e+06	78 	1.46776e+08	8.14229	100   	1.46041e+07	13.38	78 	52 	1  	100   	12.7183
79 	100   	53.2702    	79 	701.982    	8.14229	100   	84.0301    	13.18	79 	55 	1  	100   	13.195 
80 	100   	8.85824e+44	80 	8.85824e+46	8.14229	100   	8.81384e+45	13.59	80 	53 	1  	100   	13.2107
81 	100   	422.011    	81 	37698.1    	8.14229	100   	3746.66    	13.38	81 	52 	1  	100   	12.8014
82 	100   	46.1493    	82 	396.502    	8.14229	100   	51.5975    	13.15	82 	52 	1  	100   	12.447 
83 	100   	59.5277    	83 	1319.39    	8.06764	100   	139.168    	13.81	83 	52 	1  	100   	13.4853
84 	100   	1020.46    	84 	96653.6    	8.06764	100   	9612       	13.85	84 	55 	1  	100   	13.5487
85 	100   	197.942    	85 	13934.2    	8.06764	100   	1385       	14.21	85 	53 	1  	100   	14.0444
86 	100   	71.9849    	86 	1889.75    	8.06764	100   	202.544    	14.39	86 	52 	1  	100   	13.6205
87 	100   	3.34608e+08	87 	3.34608e+10	8.06764	100   	3.32931e+09	13.81	87 	54 	1  	100   	13.3572
88 	100   	763408     	88 	7.63352e+07	8.06764	100   	7.59525e+06	13.02	88 	52 	1  	100   	11.9382
89 	100   	9.66904e+08	89 	9.66904e+10	8.06764	100   	9.62057e+09	12.95	89 	52 	1  	100   	12.0916
90 	100   	8.62099e+06	90 	8.62093e+08	8.06764	100   	8.57771e+07	13.39	90 	49 	1  	100   	11.5775
91 	100   	1.40825e+06	91 	9.28376e+07	8.06764	100   	1.03551e+07	12.92	91 	51 	1  	100   	11.8522
92 	100   	2.59663e+09	92 	2.05849e+11	8.06764	100   	2.11168e+10	12.67	92 	49 	1  	100   	11.5022
93 	100   	506.676    	93 	26786.1    	8.06764	100   	3167.24    	13.17	93 	49 	1  	100   	11.9508
94 	100   	2.0997e+09 	94 	2.0997e+11 	8.06764	100   	2.08918e+10	12.88	94 	49 	1  	100   	11.7535
95 	100   	170.686    	95 	8974.36    	8.06764	100   	948.755    	12.92	95 	50 	1  	100   	11.7121
96 	100   	5.42804e+13	96 	5.42799e+15	8.06644	100   	5.40078e+14	13.24	96 	49 	1  	100   	12.05  
97 	100   	5.378e+08  	97 	5.378e+10  	8.06644	100   	5.35104e+09	13.29	97 	50 	1  	100   	12.0485
98 	100   	41.8688    	98 	232.115    	8.06644	100   	39.3526    	13.42	98 	49 	1  	100   	12.0939
99 	100   	222.638    	99 	9387.89    	8.06644	100   	1172.13    	13.54	99 	65 	1  	100   	12.6905
100	100   	337715     	100	3.37666e+07	8.06644	100   	3.35973e+06	14.28	100	75 	1  	100   	14.0307
   	      	                       fitness                        	                      size                     
   	      	------------------------------------------------------	-----------------------------------------------
gen	nevals	avg   	gen	max        	min    	nevals	std   	avg 	gen	max	min	nevals	std    
0  	100   	149908	0  	7.87982e+06	10.2389	100   	889170	7.16	0  	59 	1  	100   	8.20454
1  	100   	1.05946e+06	1  	1.05458e+08	10.2389	100   	1.04925e+07	10.2	1  	46 	2  	100   	7.53923
2  	100   	3641.18    	2  	309526     	10.2389	100   	31110.9    	9.53	2  	40 	2  	100   	7.37218
3  	100   	6.189e+21  	3  	6.189e+23  	10.2389	100   	6.15798e+22	9.92	3  	37 	2  	100   	7.44806
4  	100   	1.30842e+14	4  	1.30842e+16	10.2389	100   	1.30186e+15	10.04	4  	39 	1  	100   	7.23867
5  	100   	129.629    	5  	7369.25    	10.2389	100   	732.945    	9.6  	5  	32 	2  	100   	6.66483
6  	100   	227572     	6  	2.27509e+07	10.2389	100   	2.26368e+06	9.44 	6  	33 	1  	100   	7.22125
7  	100   	3625.12    	7  	290697     	10.2389	100   	29372.7    	9.28 	7  	36 	1  	100   	7.3049 
8  	100   	8285.74    	8  	821180     	10.2389	100   	81699.1    	8.83 	8  	34 	1  	100   	7.49541
9  	100   	1.0739e+06 	9  	1.07386e+08	10.2389	100   	1.06847e+07	8.33 	9  	32 	1  	100   	7.50074
10 	100   	2.86868e+21	10 	2.86868e+23	10.2389	100   	2.8543e+22 	10.5 	10 	54 	1  	100   	10.5513
11 	100   	3.23252e+06	11 	3.23092e+08	10.2389	100   	3.21471e+07	8.68 	11 	39 	1  	100   	7.85096
12 	100   	1.74804e+09	12 	1.74804e+11	10.2389	100   	1.73927e+10	9.37 	12 	39 	1  	100   	8.53423
13 	100   	3.59207e+06	13 	3.59201e+08	10.2389	100   	3.574e+07  	9.84 	13 	45 	1  	100   	9.42626
14 	100   	1.10747e+06	14 	1.09165e+08	10.2389	100   	1.08609e+07	10.73	14 	45 	1  	100   	10.5374
15 	100   	416.624    	15 	20248.4    	10.2389	100   	2375.74    	10.81	15 	55 	1  	100   	10.8496
16 	100   	1.48446e+14	16 	1.48446e+16	10.2389	100   	1.47702e+15	10.22	16 	48 	1  	100   	10.4858
17 	100   	10479.5    	17 	948896     	10.2389	100   	94748.9    	11.3 	17 	49 	1  	100   	11.5529
18 	100   	13531      	18 	924510     	10.2389	100   	99949.2    	9.7  	18 	46 	1  	100   	10.3436
19 	100   	1.09997e+06	19 	1.09295e+08	10.2389	100   	1.08741e+07	8.92 	19 	45 	1  	100   	9.32811
20 	100   	772.845    	20 	71442.2    	10.2389	100   	7103.72    	8.61 	20 	45 	1  	100   	9.57381
21 	100   	2.29043e+18	21 	2.29043e+20	10.2389	100   	2.27894e+19	8.94 	21 	47 	1  	100   	9.75174
22 	100   	1.10564e+06	22 	1.08995e+08	10.2389	100   	1.08444e+07	8.47 	22 	44 	1  	100   	9.38132
23 	100   	1.94798e+25	23 	1.94798e+27	10.2389	100   	1.93821e+26	9.43 	23 	72 	1  	100   	12.0775
24 	100   	3.54364e+11	24 	3.54364e+13	10.2389	100   	3.52588e+12	9.83 	24 	60 	1  	100   	11.1059
25 	100   	5.40379e+18	25 	5.40379e+20	10.2389	100   	5.3767e+19 	11.21	25 	89 	1  	100   	15.3937
26 	100   	3.27622e+06	26 	3.27616e+08	10.2389	100   	3.25974e+07	10.58	26 	60 	1  	100   	13.6874
27 	100   	1.91417e+35	27 	1.91417e+37	10.2389	100   	1.90458e+36	11.32	27 	79 	1  	100   	14.4519
28 	100   	3.27596e+06	28 	3.27493e+08	10.2389	100   	3.25851e+07	10.11	28 	103	1  	100   	15.3231
29 	100   	249.07     	29 	9616.64    	10.2389	100   	1071.7     	10.58	29 	62 	1  	100   	13.628 
30 	100   	1.39008e+22	30 	1.39008e+24	10.2389	100   	1.38311e+23	11.97	30 	62 	1  	100   	14.2895
31 	100   	9.31903e+15	31 	9.31903e+17	9.96105	100   	9.27231e+16	9.6  	31 	62 	1  	100   	12.5905
32 	100   	1.31472e+06	32 	1.31468e+08	9.96105	100   	1.30808e+07	10.78	32 	62 	1  	100   	14.0154
33 	100   	1.26512e+22	33 	1.26512e+24	9.96105	100   	1.25878e+23	10.17	33 	62 	1  	100   	13.6997
34 	100   	1.06229e+12	34 	1.06229e+14	9.96105	100   	1.05696e+13	10.73	34 	62 	1  	100   	14.3072
35 	100   	497299     	35 	4.97092e+07	9.96105	100   	4.94599e+06	10.03	35 	62 	1  	100   	13.7175
36 	100   	3.53012e+06	36 	3.27616e+08	9.96105	100   	3.26565e+07	10.72	36 	62 	1  	100   	14.7622
37 	100   	1.80631e+22	37 	1.80631e+24	9.96105	100   	1.79726e+23	10.74	37 	62 	1  	100   	13.9675
38 	100   	2.73424e+06	38 	1.56001e+08	9.96105	100   	1.89091e+07	11.17	38 	66 	1  	100   	15.2184
39 	100   	3.27969e+06	39 	3.27616e+08	9.96105	100   	3.2597e+07 	10.87	39 	62 	1  	100   	14.945 
40 	100   	5.16826e+09	40 	3.42023e+11	9.96105	100   	3.80611e+10	11.01	40 	75 	1  	100   	15.6483
41 	100   	9.5698e+09 	41 	9.5698e+11 	9.96105	100   	9.52183e+10	9.76 	41 	60 	1  	100   	12.3297
42 	100   	7.45575e+22	42 	7.45575e+24	9.96105	100   	7.41838e+23	9.98 	42 	60 	1  	100   	12.6269
43 	100   	5.082e+07  	43 	5.08189e+09	9.96105	100   	5.05642e+08	8.36 	43 	60 	1  	100   	11.7478
44 	100   	4.02521e+13	44 	4.02521e+15	9.96105	100   	4.00504e+14	8.92 	44 	70 	1  	100   	13.613 
45 	100   	1.50954e+15	45 	1.50954e+17	9.96105	100   	1.50197e+16	8.27 	45 	64 	1  	100   	12.3368
46 	100   	3794.09    	46 	363686     	9.96105	100   	36183.2    	7.2  	46 	60 	1  	100   	9.50053
47 	100   	1.27316e+75	47 	1.27316e+77	9.96105	100   	1.26678e+76	7.38 	47 	60 	1  	100   	11.0542
48 	100   	115886     	48 	1.14836e+07	9.96105	100   	1.14253e+06	8.49 	48 	60 	1  	100   	11.6417
49 	100   	3.52827e+06	49 	3.52516e+08	9.96105	100   	3.50746e+07	8.11 	49 	65 	1  	100   	11.6892
50 	100   	2071.93    	50 	184334     	9.96105	100   	18378      	7.9  	50 	62 	1  	100   	12.0171
51 	100   	296.252    	51 	22774.7    	9.96105	100   	2262.88    	8.49 	51 	60 	1  	100   	11.1288
52 	100   	1.81989e+10	52 	1.81987e+12	9.96105	100   	1.81075e+11	8.82 	52 	60 	1  	100   	11.8054
53 	100   	1212.57    	53 	89362.4    	9.96105	100   	9035.99    	9.35 	53 	60 	1  	100   	12.1073
54 	100   	216.321    	54 	13176.8    	9.96105	100   	1334.09    	10.05	54 	62 	1  	100   	13.1844
55 	100   	5331.28    	55 	514971     	9.96105	100   	51231.3    	8.57 	55 	61 	1  	100   	11.9585
56 	100   	9.73911e+14	56 	9.7391e+16 	9.96105	100   	9.69028e+15	9.63 	56 	60 	1  	100   	12.4166
57 	100   	89937.9    	57 	7.75177e+06	9.96105	100   	775121     	8.7  	57 	63 	1  	100   	11.5425
58 	100   	1.95697e+53	58 	1.95697e+55	9.96105	100   	1.94716e+54	8.82 	58 	87 	1  	100   	13.4843
59 	100   	8.94745e+10	59 	8.92129e+12	9.92604	100   	8.87634e+11	10.39	59 	63 	1  	100   	14.0078
60 	100   	1.09217e+06	60 	1.09164e+08	9.92604	100   	1.08617e+07	8.94 	60 	61 	1  	100   	13.3378
61 	100   	1.04706e+12	61 	1.0182e+14 	9.92604	100   	1.01322e+13	9.68 	61 	61 	1  	100   	13.682 
62 	100   	1.28269e+07	62 	1.25788e+09	9.92604	100   	1.2515e+08 	9.43 	62 	60 	1  	100   	12.3031
63 	100   	5.28111e+24	63 	5.28111e+26	9.92604	100   	5.25464e+25	9.56 	63 	62 	1  	100   	12.8073
64 	100   	7.46825e+06	64 	7.46675e+08	9.92604	100   	7.42931e+07	8.47 	64 	66 	1  	100   	12.1873
65 	100   	244.057    	65 	13846.9    	9.92604	100   	1409.89    	9.35 	65 	71 	1  	100   	12.8042
66 	100   	2.23437e+14	66 	2.21078e+16	9.92604	100   	2.19959e+15	9.57 	66 	64 	1  	100   	13.5383
67 	100   	6.4803e+20 	67 	6.4803e+22 	9.92604	100   	6.44782e+21	9.24 	67 	62 	1  	100   	12.2263
68 	100   	1.25621e+20	68 	1.25621e+22	9.92604	100   	1.24991e+21	8.94 	68 	61 	1  	100   	12.9274
69 	100   	3.28013e+15	69 	2.32682e+17	9.63513	100   	2.49305e+16	9.84 	69 	68 	1  	100   	13.9016
70 	100   	3.51494e+06	70 	3.50957e+08	9.63513	100   	3.49193e+07	8.71 	70 	68 	1  	100   	12.5006
71 	100   	336.077    	71 	13407.4    	9.63513	100   	1694.5     	11   	71 	74 	1  	100   	15.8953
72 	100   	1.55356e+06	72 	1.55339e+08	9.42256	100   	1.54561e+07	10.07	72 	74 	1  	100   	15.8583
73 	100   	2.85993e+15	73 	2.85993e+17	9.41667	100   	2.8456e+16 	10.39	73 	74 	1  	100   	15.7873
74 	100   	21415.5    	74 	1.22203e+06	9.41667	100   	145919     	10.45	74 	76 	1  	100   	16.287 
75 	100   	3.69269e+08	75 	3.69268e+10	9.41667	100   	3.67417e+09	11.44	75 	74 	1  	100   	16.8038
76 	100   	1.48224e+15	76 	1.48224e+17	9.40198	100   	1.47481e+16	11.48	76 	82 	1  	100   	16.6316
77 	100   	4.0755e+35 	77 	4.0755e+37 	9.40198	100   	4.05507e+36	11.2 	77 	82 	1  	100   	15.9336
78 	100   	7.89765e+14	78 	7.89765e+16	9.40198	100   	7.85806e+15	10.86	78 	87 	1  	100   	16.6913
79 	100   	9.28357e+15	79 	9.28357e+17	9.40198	100   	9.23704e+16	11.22	79 	84 	1  	100   	16.6563
80 	100   	1.58956e+13	80 	1.58956e+15	9.40198	100   	1.5816e+14 	9.9  	80 	82 	1  	100   	15.3821
81 	100   	2.83323e+13	81 	2.83323e+15	9.40198	100   	2.81903e+14	10.31	81 	83 	1  	100   	15.0895
82 	100   	28066.9    	82 	2.78749e+06	9.40198	100   	277334     	10.2 	82 	83 	1  	100   	15.6186
83 	100   	2.24661e+20	83 	2.24661e+22	8.44377	100   	2.23535e+21	10.47	83 	92 	1  	100   	16.3178
84 	100   	4.8019e+13 	84 	4.8019e+15 	8.44377	100   	4.77783e+14	9.38 	84 	83 	1  	100   	15.6447
85 	100   	2.00337e+06	85 	1.99299e+08	8.44377	100   	1.98292e+07	9.76 	85 	83 	1  	100   	15.6468
86 	100   	5504.12    	86 	518404     	8.44377	100   	51578.4    	10.09	86 	83 	1  	100   	16.1041
87 	100   	1.02369e+10	87 	1.02369e+12	8.44377	100   	1.01856e+11	10.53	87 	99 	1  	100   	17.3663
88 	100   	5.00601e+06	88 	3.27616e+08	8.44377	100   	3.66645e+07	10.91	88 	101	1  	100   	19.1709
89 	100   	5301.76    	89 	514914     	8.44377	100   	51221.8    	11.23	89 	101	1  	100   	19.6936
90 	100   	860.735    	90 	79265.6    	8.44377	100   	7881.28    	9.96 	90 	100	1  	100   	17.1738
91 	100   	1151.11    	91 	93061.9    	8.44377	100   	9376.34    	11.71	91 	100	1  	100   	19.9571
92 	100   	1.39575e+08	92 	1.39255e+10	8.44377	100   	1.38554e+09	10.55	92 	100	1  	100   	17.6456
93 	100   	6.13507e+19	93 	6.13507e+21	8.44377	100   	6.10432e+20	11.12	93 	122	1  	100   	20.3053
94 	100   	5.38254e+07	94 	5.30694e+09	8.44377	100   	5.28011e+08	11.72	94 	100	1  	100   	20.0983
95 	100   	1.09313e+06	95 	1.09295e+08	8.44377	100   	1.08747e+07	11.02	95 	100	1  	100   	20.1668
96 	100   	5.5907e+13 	96 	5.5907e+15 	8.44377	100   	5.56268e+14	12.27	96 	100	1  	100   	20.6145
97 	100   	3.35339e+33	97 	3.35339e+35	8.44377	100   	3.33658e+34	12.78	97 	100	1  	100   	20.5614
98 	100   	1.77558e+33	98 	1.77558e+35	8.44377	100   	1.76668e+34	11.83	98 	100	1  	100   	20.1644
99 	100   	2.14618e+15	99 	2.14618e+17	8.44377	100   	2.13543e+16	12.57	99 	100	1  	100   	19.9616
100	100   	3.40541e+06	100	3.40488e+08	8.44377	100   	3.38781e+07	12.6 	100	104	1  	100   	21.0257
   	      	                              fitness                              	                     size                     
   	      	-------------------------------------------------------------------	----------------------------------------------
gen	nevals	avg        	gen	max        	min    	nevals	std        	avg 	gen	max	min	nevals	std   
0  	100   	4.09987e+31	0  	4.09987e+33	11.1523	100   	4.07932e+32	7.78	0  	38 	1  	100   	7.6793
1  	100   	618132     	1  	6.01031e+07	10.9558	100   	5.98083e+06	11.9	1  	42 	1  	100   	8.92917
2  	100   	293945     	2  	2.9341e+07 	10.9558	100   	2.91934e+06	11.5	2  	38 	1  	100   	9.0846 
3  	100   	727.114    	3  	65714.9    	10.9558	100   	6532.97    	11.72	3  	44 	1  	100   	9.85807
4  	100   	144.582    	4  	7404.5     	10.9558	100   	763.828    	12.36	4  	50 	1  	100   	10.9932
5  	100   	553.684    	5  	27728.7    	10.8635	100   	3172.82    	12.25	5  	50 	1  	100   	11.1413
6  	100   	11384.5    	6  	496921     	10.8635	100   	64123.8    	12.48	6  	55 	1  	100   	12.1873
7  	100   	3.92644e+21	7  	3.92644e+23	10.8552	100   	3.90676e+22	11.61	7  	52 	1  	100   	11.5827
8  	100   	5.49147e+15	8  	5.49147e+17	10.8552	100   	5.46395e+16	12.33	8  	50 	1  	100   	11.1526
9  	100   	804093     	9  	8.03758e+07	10.8408	100   	7.99726e+06	12.65	9  	54 	1  	100   	12.5677
10 	100   	5371.13    	10 	496921     	10.2768	100   	49521.1    	12.88	10 	55 	1  	100   	13.3058
11 	100   	6.20976e+09	11 	6.209e+11  	10.2768	100   	6.17787e+10	13.33	11 	54 	1  	100   	13.3529
12 	100   	4.99781e+10	12 	4.99702e+12	10.2768	100   	4.97197e+11	13.58	12 	54 	1  	100   	13.38  
13 	100   	28652      	13 	2.36299e+06	10.2768	100   	239761     	13.29	13 	54 	1  	100   	13.0356
14 	100   	13559.4    	14 	852486     	10.2768	100   	97738.4    	13.63	14 	79 	1  	100   	15.0497
15 	100   	1.15151e+51	15 	1.10114e+53	10.2768	100   	1.09626e+52	14.31	15 	79 	1  	100   	16.1973
16 	100   	3.51344e+26	16 	3.51344e+28	9.54343	100   	3.49583e+27	15.16	16 	79 	1  	100   	16.8391
17 	100   	3.15043e+06	17 	3.15037e+08	9.54343	100   	3.13458e+07	16.04	17 	79 	1  	100   	17.0804
18 	100   	3.15044e+06	18 	3.15037e+08	9.54343	100   	3.13458e+07	15.6 	18 	79 	1  	100   	16.8416
19 	100   	861.843    	19 	79196.8    	7.90249	100   	7874.75    	16.13	19 	79 	1  	100   	17.3837
20 	100   	1.96075e+14	20 	1.96075e+16	7.90249	100   	1.95092e+15	16.22	20 	79 	1  	100   	17.2503
21 	100   	9105.47    	21 	885686     	7.90249	100   	88123.4    	15.56	21 	83 	1  	100   	17.6195
22 	100   	82.2147    	22 	1496.29    	7.90249	100   	220.139    	15.74	22 	79 	1  	100   	17.1357
23 	100   	3.15544e+06	23 	3.15037e+08	7.90249	100   	3.13453e+07	14.96	23 	77 	1  	100   	17.054 
24 	100   	1.10313e+06	24 	1.10238e+08	7.90249	100   	1.09685e+07	15.52	24 	77 	1  	100   	17.015 
25 	100   	1.10265e+06	25 	1.10238e+08	7.90249	100   	1.09685e+07	15.95	25 	77 	1  	100   	17.7293
26 	100   	6995.66    	26 	501030     	7.90249	100   	51723.5    	16.16	26 	76 	1  	100   	17.0503
27 	100   	368.93     	27 	17420.1    	7.90249	100   	2234.04    	16.1 	27 	76 	1  	100   	17.9664
28 	100   	189058     	28 	1.88685e+07	7.90249	100   	1.87735e+06	16.66	28 	77 	1  	100   	18.6576
29 	100   	1.53677e+06	29 	1.53648e+08	7.90249	100   	1.52878e+07	16.04	29 	78 	1  	100   	18.321 
30 	100   	47.8673    	30 	699.67     	7.90249	100   	72.7838    	16.07	30 	80 	1  	100   	18.3146
31 	100   	1.53552e+07	31 	1.2064e+09 	7.90249	100   	1.24102e+08	16.12	31 	81 	1  	100   	18.3277
32 	100   	1.81131e+19	32 	1.81131e+21	7.90249	100   	1.80223e+20	16.1 	32 	77 	1  	100   	18.1083
33 	100   	3.04795e+06	33 	3.04773e+08	7.90249	100   	3.03245e+07	16.18	33 	77 	1  	100   	17.5906
34 	100   	2.78859e+07	34 	2.78854e+09	7.90249	100   	2.77456e+08	15.56	34 	77 	1  	100   	17.0307
35 	100   	119.282    	35 	7290.7     	7.90249	100   	724.609    	16.29	35 	77 	1  	100   	17.8971
36 	100   	871.999    	36 	43097.7    	7.90249	100   	5696.4     	15.98	36 	74 	1  	100   	17.4465
37 	100   	1.23332e+06	37 	1.04861e+08	7.90249	100   	1.05745e+07	15.88	37 	74 	1  	100   	17.3218
38 	100   	1.09702e+06	38 	1.09695e+08	7.90249	100   	1.09145e+07	16.18	38 	69 	1  	100   	17.4902
39 	100   	4.39328e+06	39 	3.29086e+08	7.90249	100   	3.44267e+07	16.07	39 	70 	1  	100   	17.8428
40 	100   	5437.19    	40 	496921     	7.90249	100   	49543      	15.84	40 	69 	1  	100   	17.0022
41 	100   	1.10246e+06	41 	1.10238e+08	7.90249	100   	1.09685e+07	15.47	41 	79 	1  	100   	18.1507
42 	100   	446.048    	42 	38232.8    	7.90249	100   	3800.32    	15.81	42 	69 	1  	100   	17.5697
43 	100   	6026.06    	43 	496921     	7.90249	100   	50042.1    	15.94	43 	69 	1  	100   	17.1306
44 	100   	3.29661e+06	44 	3.29086e+08	7.90249	100   	3.27431e+07	15.78	44 	67 	1  	100   	16.9962
45 	100   	371.785    	45 	15694.7    	7.90249	100   	2111.01    	15.21	45 	65 	1  	100   	15.9777
46 	100   	194410     	46 	1.87157e+07	7.90249	100   	1.86247e+06	14.94	46 	65 	1  	100   	15.5588
47 	100   	1.10243e+06	47 	1.10238e+08	7.90249	100   	1.09685e+07	15.31	47 	65 	1  	100   	15.6273
48 	100   	83.6503    	48 	2003.39    	7.90249	100   	237.586    	15.07	48 	66 	1  	100   	15.5976
49 	100   	846.601    	49 	64027.8    	7.90249	100   	6511.97    	14.71	49 	65 	1  	100   	15.3865
50 	100   	59.8609    	50 	839.275    	7.90249	100   	132.296    	14.58	50 	66 	1  	100   	15.2952
51 	100   	53.3603    	51 	2003.39    	7.17983	100   	197.168    	14.78	51 	64 	1  	100   	15.3314
52 	100   	3.98916e+09	52 	3.98916e+11	7.17983	100   	3.96916e+10	15.01	52 	66 	1  	100   	15.3124
53 	100   	3.03413e+11	53 	3.03412e+13	7.17983	100   	3.01891e+12	14.67	53 	64 	1  	100   	15.2132
54 	100   	1.10488e+06	54 	1.10238e+08	7.17983	100   	1.09683e+07	14.64	54 	64 	1  	100   	14.8879
55 	100   	16422.8    	55 	1.41175e+06	7.17983	100   	141801     	14.38	55 	64 	1  	100   	14.8538
56 	100   	1.10242e+06	56 	1.10238e+08	7.17983	100   	1.09685e+07	15.46	56 	66 	1  	100   	16.1576
57 	100   	349.385    	57 	20388.2    	7.17983	100   	2215.63    	14.81	57 	66 	1  	100   	15.9998
58 	100   	3296.56    	58 	284162     	7.17983	100   	28395.8    	15.51	58 	66 	1  	100   	15.7413
59 	100   	1.35471e+09	59 	1.35458e+11	7.17983	100   	1.34779e+10	15.38	59 	66 	1  	100   	15.9259
60 	100   	1.05545e+15	60 	1.05545e+17	7.17983	100   	1.05016e+16	15.46	60 	66 	1  	100   	16.0184
61 	100   	2194.3     	61 	211039     	7.17983	100   	20993      	15.2 	61 	66 	1  	100   	16.2179
62 	100   	4.03184e+14	62 	4.03184e+16	7.17983	100   	4.01163e+15	15.24	62 	66 	1  	100   	16.4342
63 	100   	16282.8    	63 	1.49076e+06	7.17983	100   	148609     	15.15	63 	66 	1  	100   	15.9871
64 	100   	168.932    	64 	11862.6    	7.17983	100   	1180.1     	14.44	64 	66 	1  	100   	16.325 
65 	100   	2.79159e+15	65 	2.79159e+17	7.17983	100   	2.7776e+16 	15.2 	65 	81 	1  	100   	17.3574
66 	100   	102495     	66 	9.93021e+06	7.17983	100   	988129     	14.25	66 	61 	1  	100   	16.3373
